x, y
0.9957138171238296, 0.023395550758506984
1.9863355434261212, 0.010194439699169425
3.001766460599194, 0.005370213491739494
3.9987513159716537, 0.0032359490060489557
5.00064071205116, 0.002283323083075083
6.007950441100719, 0.0016273562068927312
7.00306157521723, 0.0010443576964860959
8.017121003903606, 0.0009305556265868074
8.981571360701006, 0.0007541128759464064
10.007761480611153, 0.0005644327338796725
10.991497377294744, 0.0004990739541405171
12.01335513331274, 0.0003956107619812332
13.977921731179032, 0.00034712078273577525
12.958465392072528, 0.000304573764819163
15.023319780351652, 0.00024936779691307287
15.973137713152557, 0.00022105817823383134
17.105947709833064, 0.00020786567606332506
18.089327680791833, 0.00023328664389949042
19.060389068317164, 0.0001539943968961574
19.975221576707597, 0.00016376775737000305
20.858616493494583, 0.00014369465002217986
22.0975371833853, 0.00013651209682037958
23.158142258038797, 0.00014222848299794266
23.917137688538677, 0.00008643885864735709
25.046034180494203, 0.00009030176442137439
26.049608089117076, 0.00009642227557440937
27.89168719086138, 0.00008770773180622066
27.13971631561052, 0.00009297251781210728
29.308129029617877, 0.00009030176442137439
29.86402757736187, 0.0000784359086926178
31.921264366541685, 0.00007655373940001868
30.954732765978477, 0.00006048471085237069
35.185606725069505, 0.00006505657229954809
34.003862249748174, 0.0000694660041516169
32.917992141472475, 0.00006829489209371084
37.99687107600962, 0.00005078039975661349
39.04966544082716, 0.00004530209131098774
37.09899316080066, 0.000042944877873186675
35.487405023926414, 0.00004315401471972464
46.960847438961906, 0.000043364137896635984
42.09768589748098, 0.00003730182395948389
40.82302637073779, 0.00003721132646397462
40.13162999632629, 0.000029471976864070283
46.086703225676516, 0.000029543652355039137
53.197395093494684, 0.00002940047526412701
50.11018126592551, 0.000029759704349234296
49.009686049578185, 0.000027938475877043825
48.097404100006074, 0.000025975094834356518
45.15165779375372, 0.000023513004863722696
44.1600592371952, 0.0000217019028539071
42.749863890761866, 0.00002164926818202833
60.36517539716974, 0.00002591207697682011
55.14026151672457, 0.000019644868626912315
51.06061371642564, 0.000019788531062129887
52.118054852315915, 0.000017653684903873892
64.30346916402868, 0.000017653684903873892
59.24151874199589, 0.000015672839026624007
57.25183193539839, 0.000013948094851221023
70.51701725029432, 0.000013846823040191546
68.1486313303693, 0.00001398201644905453
55.8989532892274, 0.000011681819243168494
58.13877819069172, 0.000011710229286156943
80.1552400775626, 0.000011853310474983691
76.15119540386111, 0.000011882137582572
71.97735377113473, 0.000012027319229282149
62.99882680755145, 0.000011940002289778489
65.8597900662511, 0.000011911034797336982
67.56906962415081, 0.000011681819243168494
65.29969353082767, 0.00001140149914708405
